sec_name,hold_stocks,holding_marketvalue,publish_ratio,calculate_ratio,change_holdstocks,float_sharesratio,code,date
海信视像,12776658.0,141693137.22,0.97,0.976449473265731,-168590.0,1.8260663608305958,600060.SH,2020-11-13
国投资本,48472061.0,695089354.74,1.14,1.1466896956200276,-72245.0,3.1208554389973444,600061.SH,2020-11-13
华润双鹤,31345783.0,398404901.93,3.0,3.0046635296571096,-50300.0,7.50901359763711,600062.SH,2020-11-13
皖维高新,1551641.0,5663489.649999999,0.08,0.08056728160918573,0.0,0.11632105849090349,600063.SH,2020-11-13
南京高科,1160214.0,11567333.58,0.09,0.09387172087186911,0.0,0.1438379774816342,600064.SH,2020-11-13
宇通客车,138247770.0,2433160752.0,6.24,6.244424804609914,-4052898.0,10.608356200918795,600066.SH,2020-11-13
冠城大通,975873.0,3727834.86,0.06,0.06540218387613292,0.0,0.10216921440732067,600067.SH,2020-11-13
葛洲坝,64253777.0,443993599.07,1.39,1.395372050613247,-1140753.0,2.440987507092447,600068.SH,2020-11-13
浙江富润,4634902.0,46117274.9,0.88,0.8880039222745978,348050.0,1.1721305416361583,600070.SH,2020-11-13
中船科技,2801546.0,33114273.720000003,0.38,0.38051564620757977,168460.0,0.6480295427966302,600072.SH,2020-11-13
上海梅林,4637543.0,43082774.47,0.49,0.4945502022143973,-1628933.0,0.7949647640428122,600073.SH,2020-11-13
新疆天业,33911.0,217030.40000000002,0.0,0.0034869121445138774,0.0,0.006016693424224089,600075.SH,2020-11-13
宋都股份,249.0,873.9899999999999,0.0,1.8580393384178278e-05,0.0,3.661795346493414e-05,600077.SH,2020-11-13
澄星股份,6215.0,27781.05,0.0,0.00093801004626418,0.0,0.0016116140057031221,600078.SH,2020-11-13
人福医药,20407679.0,717533993.64,1.5,1.5075433364471942,11094.0,2.131071660993111,600079.SH,2020-11-13
东风科技,267008.0,3113313.2800000003,0.08,0.0851537185865544,0.0,0.24329633881872686,600081.SH,2020-11-13
同仁堂,17733116.0,482695417.52,1.29,1.29300040192924,-459451.0,2.7191286151565945,600085.SH,2020-11-13
*ST金钰,1827.0,1772.19,0.0,0.0001728730298520895,0.0,0.00020715577126182206,600086.SH,2020-11-13
中视传媒,191496.0,2035602.4800000002,0.04,0.048150092631146994,0.0,0.11167952087866592,600088.SH,2020-11-13
特变电工,59610646.0,484038445.52,1.6,1.6048903090913058,-1372244.0,1.978340511203828,600089.SH,2020-11-13
易见股份,3934834.0,37026787.94,0.35,0.3505584002815276,20900.0,0.8653772630471143,600093.SH,2020-11-13
大名城,22851694.0,111744783.66,1.0,1.0037619341708173,232938.0,1.5057362754193202,600094.SH,2020-11-13
云天化,203687.0,1148794.68,0.01,0.015414728002161026,0.0,0.03716953166880978,600096.SH,2020-11-13
广州发展,1045956.0,6077004.359999999,0.03,0.03836685938622625,0.0,0.22114102545635422,600098.SH,2020-11-13
同方股份,2533370.0,17176248.6,0.08,0.08547423653378121,0.0,0.11888453110546861,600100.SH,2020-11-13
明星电力,30597.0,174708.87,0.0,0.007260234475889114,0.0,0.01142255325405665,600101.SH,2020-11-13
上汽集团,456717732.0,11961437401.08,3.9,3.909096095170765,564484.0,13.591040253504133,600104.SH,2020-11-13
永鼎股份,13131474.0,86405098.92,1.0,1.0088792172365126,1353038.0,1.6554723763908306,600105.SH,2020-11-13
重庆路桥,1843574.0,4959214.06,0.13,0.13871627049874247,0.0,0.19496882307679644,600106.SH,2020-11-13
亚盛集团,301548.0,952891.68,0.01,0.015488502644384157,0.0,0.020535514248330947,600108.SH,2020-11-13
国金证券,67052949.0,1091622009.72,2.21,2.217095990489305,-3037176.0,3.0095209244604693,600109.SH,2020-11-13
诺德股份,1500.0,12075.000000000002,0.0,0.000130399393687329,0.0,0.00014337543508697584,600110.SH,2020-11-13
北方稀土,62635357.0,734712737.61,1.72,1.7240357593283469,1008627.0,2.757850531016349,600111.SH,2020-11-13
ST天成,192779.0,275673.97,0.03,0.03785883058936953,0.0,0.046363279230423105,600112.SH,2020-11-13
浙江东日,167.0,1082.16,0.0,4.059002239888685e-05,0.0,8.004856215526391e-05,600113.SH,2020-11-13
东睦股份,97733.0,928463.5,0.01,0.01593538550025556,0.0,0.02077781781064644,600114.SH,2020-11-13
东方航空,135522496.0,653218430.72,1.38,1.3816862295950896,879194.0,3.16771186307014,600115.SH,2020-11-13
三峡水利,699904.0,5641226.24,0.07,0.07048339597216048,0.0,0.11214008463799421,600116.SH,2020-11-13
中国卫星,17585540.0,562913135.4,1.48,1.4871629243341844,164942.0,3.0639607170377623,600118.SH,2020-11-13
ST长投,134051.0,1049619.33,0.04,0.04360800260247235,0.0,0.0677533029311882,600119.SH,2020-11-13
